"ID HISTÓRICO (itep)","Cód. IBGE/Apac","MUNICÍPIO","ESTAÇÃO","LAT","LON","ALT","LOCAL","TIPO PCD","TIPO","TIPO COLETA","OPERAÇÃO","BACIA HIDROGRÁFICA","MICRORREGIÃO","HOMOGENIA","MESORREGIÃO","DATA INSTALAÇÃO","DATA DESINSTALAÇÃO","GOOGLE"
"2137","260630901C","GRANITO","GRANITO [C]","-7.721","-39.618","0.0","GRANITO","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Araripe","Sertão Pernambucano","Sertão Pernambucano","1/1/1970","","MAPA"
"58","260640801V","Gravatá","Gravatá","-8.201","-35.543","487.0","Gravatá","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","11/1/1933","12/31/2000","MAPA"
"215","260640802V","Gravatá","Gravatá (Russinha)","-8.151","-35.461","280.7","Gravatá (Russinha)","Meteorologica","Pluviometrica","Convencional","APAC","Capibaribe","Agreste Central","Agreste Central","Agreste Pernambucano","8/1/1967","9/30/2003","MAPA"
"1955","260640801H","Gravatá","Gravatá","-8.213","-35.603","448.3","Gravatá","Hidrologica - Rios","Fluviometrica","Automática","ANA","Ipojuca","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/1970","5/31/2000","MAPA"
"2138","260640801C","GRAVATÁ","GRAVATA [C]","-8.156","-35.596","0.0","GRAVATÁ","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Agreste Central","Agreste Pernambucano","Agreste Pernambucano","1/1/1970","","MAPA"
"207","260650701V","Iati","Iati","-9.035","-36.844","537.9","Iati","Meteorologica","Pluviometrica","Convencional","APAC","Ipanema","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","1/1/1963","12/31/1997","MAPA"
"516","260650702V","Iati","Bom Conselho (Pau Branco)","-9.183","-36.900","410.1","Bom Conselho (Pau Branco)","Meteorologica","Pluviometrica","Convencional","APAC","Ipanema","Agreste Meridional","Agreste Meridional","Agreste Pernambucano","1/1/1963","7/31/1999","MAPA"
"TPLU114","260650701A","Iati","Iati","-9.051","-36.857","0.0","Sítio Federação","Meteorologica","Pluviometrica","Automática","APAC","IPANEMA","Agreste Meridional","Agreste Pernambucano","Agreste Pernambucano","1/1/1970","2/1/2002","MAPA"
"2139","260650701C","IATI","IATI [C]","-9.121","-36.877","0.0","IATI","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Agreste Meridional","Agreste Pernambucano","Agreste Pernambucano","1/1/1970","11/30/2001","MAPA"
"14","260660601V","Ibimirim","Ibimirim (IPA)","-8.538","-37.679","395.0","Ibimirim (IPA)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","1/1/1993","","MAPA"
"322","260660602V","Ibimirim","Inajá (Poço Alexandre)","-8.667","-37.867","592.0","Inajá (Poço Alexandre)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","10/1/1962","5/31/2000","MAPA"
"388","260660603V","Ibimirim","Ibimirim (Moxotó)","-8.717","-37.533","429.0","Ibimirim (Moxotó)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","11/1/1934","","MAPA"
"424","260660604V","Ibimirim","Ibimirim (Jeritaco)","-8.383","-37.633","453.7","Ibimirim (Jeritaco)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","11/1/1934","","MAPA"
"431","260660605V","Ibimirim","Ibimirim (Brejo do Piore)","-8.617","-37.533","442.1","Ibimirim (Brejo do Piore)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","1/1/1990","11/30/2000","MAPA"
"468","260660606V","Ibimirim","Ibimirim (Poço da Cruz)","-8.509","-37.712","439.7","Ibimirim (Poço da Cruz)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","12/1/1958","","MAPA"
"475","260660607V","Ibimirim","Ibimirim","-8.537","-37.692","404.9","Ibimirim","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","10/1/1999","10/31/1999","MAPA"
"489","260660601M","Ibimirim","Ibimirim - PCD","-8.538","-37.679","395.0","Ibimirim - PCD","Meteorologica","Pluviometrica","Automática","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","10/21/1999","","MAPA"
"494","260660601H","Ibimirim","Ibimirim - PCD (Poço da Cruz)","-8.500","-37.667","460.2","Ibimirim - PCD (Poço da Cruz)","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","1/1/2000","","MAPA"
"1928","260660603A","Ibimirim","Ibimirim","-8.540","-37.670","403.0","Ibimirim","Meteorologica","Pluviometrica","Automática","INPE","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","1/1/1970","4/30/2002","MAPA"
"1967","260660601H","Ibimirim","Ibimirim (Poço da Cruz)","-8.510","-37.700","491.0","Poço da Cruz","Hidrologica - Reservatorio","Pluviometrica","Automática","ANA","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","1/1/1970","6/13/2005","MAPA"
"1973","260660604A","Ibimirim","Ibimirim - INMET","-8.509","-37.711","436.9","Ibimirim - INMET","Meteorologica","Pluviometrica","Automática","INMET","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","1/1/1970","","MAPA"
"2082","260660601A","Ibimirim","Ibimirim (Lages)","-8.533","-37.697","400.2","IBIMIRIM","Meteorologica","Pluviometrica","Automática","CEMADEN","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","1/1/1970","","MAPA"
"TPLU205","260660602A","Ibimirim","Ibimirim (Formosa)","-8.698","-37.680","0.0","Chafariz de Formosa","Meteorologica","Pluviometrica","Automática","APAC","MOXOTÓ","Sertão do Moxotó","Sertão Pernambucano","Sertão Pernambucano","1/1/1970","12/31/2004","MAPA"
"2140","260660601C","IBIMIRIM","IBIMIRIM [C]","-8.513","-37.573","0.0","IBIMIRIM","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Moxotó","Sertão Pernambucano","Sertão Pernambucano","1/1/1970","","MAPA"
"119","260670501V","Ibirajuba","Ibirajuba","-8.583","-36.178","632.1","Ibirajuba","Meteorologica","Pluviometrica","Convencional","APAC","Una","Agreste Central","Agreste Central","Agreste Pernambucano","12/1/1962","","MAPA"
"310","260670502V","Ibirajuba","Ibirajuba","-8.579","-36.179","611.1","Ibirajuba","Meteorologica","Pluviometrica","Convencional","APAC","Una","Agreste Central","Agreste Central","Agreste Pernambucano","1/1/1999","2/28/2005","MAPA"
"100","260680403V","Igarassu","Igarassu","-7.828","-34.915","12.8","Igarassu","Meteorologica","Pluviometrica","Convencional","APAC","GL-1","RMR","Zona da Mata e Litoral","Metropolitana do Recife","1/1/1963","","MAPA"
"269","260680404V","Igarassu","Igarassu (Bar.Catucá)","-7.836","-35.034","56.0","Igarassu (Bar.Catucá)","Meteorologica","Pluviometrica","Convencional","APAC","GL-1","RMR","Zona da Mata e Litoral","Metropolitana do Recife","1/1/1990","10/31/2007","MAPA"
"294","260680405V","Igarassu","Igarassu (Usina São José)","-7.812","-34.909","7.0","Igarassu (Usina São José)","Meteorologica","Pluviometrica","Convencional","APAC","GL-1","RMR","Zona da Mata e Litoral","Metropolitana do Recife","3/1/2004","4/30/1998","MAPA"
"441","260680406V","Igarassu","Igarassu","-7.817","-34.967","56.9","Igarassu","Meteorologica","Pluviometrica","Convencional","APAC","GL-1","RMR","Zona da Mata e Litoral","Metropolitana do Recife","6/1/1964","","MAPA"
"498","260680401H","Igarassu","Igarassu - PCD (Botafogo)","-7.833","-35.033","45.0","Igarassu - PCD (Botafogo)","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","GL-1","RMR","Zona da Mata e Litoral","Metropolitana do Recife","4/1/2000","","MAPA"
"1905","260680402H","Igarassu","Igarassu (Botafogo)","-7.837","-35.033","58.0","Botafogo","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","GL-1","RMR","Zona da Mata e Litoral","Metropolitana do Recife","1/1/1970","","MAPA"
"2083","260680403A","Igarassu","Igarassu (Alto do Céu)","-7.807","-34.933","82.2","IGARASSU","Meteorologica","Pluviometrica","Automática","CEMADEN","GL-1","RMR","Zona da Mata e Litoral","Metropolitana do Recife","1/1/1970","","MAPA"
"2084","260680405A","Igarassu","Igarassu (Cruz de Rebouças 2)","-7.871","-34.862","12.1","IGARASSU","Meteorologica","Pluviometrica","Automática","CEMADEN","GL-1","RMR","Zona da Mata e Litoral","Metropolitana do Recife","1/1/1970","8/31/1998","MAPA"
"TPLU005","260680406A","Igarassú","Igarassú","-7.872","-34.912","0.0","Cipoma","Meteorologica","Pluviometrica","Automática","APAC","GL1","Região Metropolitana","Região Metropolitana do Recife","Região Metropolitana do Recife","1/1/1970","10/30/1998","MAPA"
"69","260690301V","Iguaraci","Iguaraci (Jabitaca)","-7.832","-37.372","590.1","Iguaraci (Jabitaca)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","8/1/1962","","MAPA"
"148","260690302V","Iguaraci","Iguaraci","-7.832","-37.513","562.8","Iguaraci","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","1/1/1993","","MAPA"
"414","260690303V","Iguaraci","Iguaraci (Irajai) ","-7.917","-37.517","596.6","Iguaraci (Irajai) ","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","4/1/1907","","MAPA"
"TPLU218","260690301A","Iguaraci","Iguaraci","-7.837","-37.514","0.0","Estação de Tratamento de Água - Compesa","Meteorologica","Pluviometrica","Automática","APAC","PAJEÚ","Sertão do Pajeú","Sertão Pernambucano","Sertão Pernambucano","1/1/1970","","MAPA"
"2141","260690301C","IGUARACI","IGUARACI [C]","-7.843","-37.542","0.0","IGUARACI","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Pajeú","Sertão Pernambucano","Sertão Pernambucano","1/1/1970","11/30/1999","MAPA"
"TPLU006","260760401A","Ilha de Itamaracá","Ilha de Itamaracá","-7.768","-34.869","0.0","SERES","Meteorologica","Pluviometrica","Automática","APAC","GL1","Região Metropolitana","Região Metropolitana do Recife","Região Metropolitana do Recife","1/1/1970","9/30/1999","MAPA"
"33","260700001V","Inajá","Inajá (CHESF)","-8.901","-37.817","359.0","Inajá (CHESF)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","9/1/1937","9/30/1999","MAPA"
"149","260700002V","Inajá","Inajá","-8.901","-37.825","365.0","Inajá","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","7/22/1993","3/31/2001","MAPA"
"323","260700003V","Inajá","Inajá (Pernambuco)","-8.783","-37.683","370.7","Inajá (Pernambuco)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","10/1/1962","11/30/1999","MAPA"
"391","260700004V","Inajá","Inajá (Juazeiro dos Candidos)","-8.783","-37.983","506.0","Inajá (Juazeiro dos Candidos)","Meteorologica","Pluviometrica","Convencional","APAC","Moxotó","Sertão do Moxotó","Sertão do Moxotó","Sertão Pernambucano","10/1/1962","9/30/1999","MAPA"
"2142","260700001C","INAJÁ","INAJA [C]","-8.883","-37.827","0.0","INAJÁ","Meteorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Moxotó","Sertão Pernambucano","Sertão Pernambucano","1/1/1970","","MAPA"
"273","260710901V","Ingazeira","Ingazeira","-7.675","-37.458","536.1","Ingazeira","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","10/1/1997","","MAPA"
"296","260710902V","Ingazeira","Tuparetama (Jardim)","-7.717","-37.350","580.0","Tuparetama (Jardim)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","2/1/1961","10/30/1999","MAPA"
"426","260710903V","Ingazeira","Tabira (Ingazeira)","-7.683","-37.467","548.1","Tabira (Ingazeira)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","8/1/1911","","MAPA"
"481","260710904V","Ingazeira","Ingazeira","-7.675","-37.458","536.1","Ingazeira","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","9/1/1999","","MAPA"
"502","260710901H","Ingazeira","Iguaraci - PCD (Rosário)","-7.767","-37.467","541.1","Iguaraci - PCD (Rosário)","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","6/1/2000","","MAPA"
"528","260710901V","Ingazeira","Ingazeira (Sítio Macambira)","-7.689","-37.472","555.4","Ingazeira (Sítio Macambira)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","6/1/2000","","MAPA"
"1228","260710902V","Ingazeira","Ingazeira (Sítio Macambira)","-7.670","-37.450","538.0","Ingazeira (Sítio Macambira)","Meteorologica","Pluviometrica","Convencional","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","1/1/1970","9/30/2001","MAPA"
"1901","260710901H","Ingazeira","Iguaraci (Rosário)","-7.775","-37.472","545.0","Rosário","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","Pajeú","Sertão do Pajeú","Sertão do Pajeú","Sertão Pernambucano","1/1/1970","","MAPA"
"2193","260710901U","INGAZEIRA","INGAZEIRA [U]","-7.692","-37.489","0.0","INGAZEIRA","Agrometeorologica","Pluviometrica","Automática","CEMADEN","0","Sertão do Pajeú","Sertão Pernambucano","Sertão Pernambucano","1/1/1970","6/30/1999","MAPA"
"29","260720801V","Ipojuca","Ipojuca (Porto de Galinhas - IPA)","-8.514","-35.006","10.0","Ipojuca (Porto de Galinhas - IPA)","Meteorologica","Pluviometrica","Convencional","APAC","GL-3","RMR","Zona da Mata e Litoral","Metropolitana do Recife","1/1/1956","9/30/2005","MAPA"
"241","260720801M","Ipojuca","Ipojuca (Porto de Galinhas - PCD)","-8.514","-35.006","9.7","Ipojuca (Porto de Galinhas - PCD)","Meteorologica","Pluviometrica","Automática","APAC","GL-3","RMR","Zona da Mata e Litoral","Metropolitana do Recife","10/21/1999","4/30/1999","MAPA"
"312","260720801V","Ipojuca","Ipojuca","-8.401","-35.062","13.9","Ipojuca","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","RMR","Zona da Mata e Litoral","Metropolitana do Recife","2/1/1999","8/31/2004","MAPA"
"387","260720802V","Ipojuca","Ipojuca","-8.401","-35.062","13.9","Ipojuca","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","RMR","Zona da Mata e Litoral","Metropolitana do Recife","8/28/2006","","MAPA"
"404","260720803V","Ipojuca","Ipojuca (Usina Ipojuca)","-8.400","-35.068","11.0","Ipojuca (Usina Ipojuca)","Meteorologica","Pluviometrica","Convencional","APAC","Ipojuca","RMR","Zona da Mata e Litoral","Metropolitana do Recife","3/1/1999","","MAPA"
"491","260720804V","Ipojuca","Cabo (Barragem de Suape)","-8.368","-35.015","54.2","Cabo (Barragem de Suape)","Meteorologica","Pluviometrica","Convencional","APAC","GL-2","RMR","Zona da Mata e Litoral","Metropolitana do Recife","1/1/2000","9/30/2000","MAPA"
"602","260720801U","Ipojuca","Ipojuca (Suape)","-8.391","-34.970","4.6","Ipojuca (Suape)","Agrometeorologica","Pluviometrica","Automática","APAC","GL-2","RMR","Zona da Mata e Litoral","Metropolitana do Recife","3/1/2013","9/30/2000","MAPA"
"1916","260720801H","Ipojuca","Cabo (Bita)","-8.371","-35.050","42.0","Bita","Hidrologica - Reservatorio","Pluviometrica","Automática","APAC","GL-2","RMR","Zona da Mata e Litoral","Metropolitana do Recife","1/1/1970","4/12/2006","MAPA"
"2085","260720801A","Ipojuca","Ipojuca (Centro)","-8.400","-35.064","13.2","IPOJUCA","Meteorologica","Pluviometrica","Automática","CEMADEN","Ipojuca","RMR","Zona da Mata e Litoral","Metropolitana do Recife","1/1/1970","","MAPA"
"2086","260720802A","Ipojuca","Ipojuca (Camela)","-8.511","-35.122","20.8","IPOJUCA","Meteorologica","Pluviometrica","Automática","CEMADEN","Sirinhaém","RMR","Zona da Mata e Litoral","Metropolitana do Recife","1/1/1970","4/30/2000","MAPA"
"2087","260720803A","Ipojuca","Ipojuca (Porto de Galinhas)","-8.507","-35.004","10.8","IPOJUCA","Meteorologica","Pluviometrica","Automática","CEMADEN","GL-3","RMR","Zona da Mata e Litoral","Metropolitana do Recife","1/1/1970","5/31/2004","MAPA"
"2114","260720804A","Ipojuca","Ipojuca (Rurópolis)","-8.411","-35.070","16.2","Ipojuca","Meteorologica","Pluviometrica","Automática","CEMADEN","Ipojuca","RMR","Zona da Mata e Litoral","Metropolitana do Recife","1/1/1970","1/31/2005","MAPA"
"TPLU007","260720805A","Ipojuca","Ipojuca (Núcleo Maranhão)","-8.368","-35.135","0.0","Núcleo Maranhão - PSF","Meteorologica","Pluviometrica","Automática","APAC","IPOJUCA","Região Metropolitana","Região Metropolitana do Recife","Região Metropolitana do Recife","1/1/1970","11/30/1999","MAPA"
"84","260730701V","Ipubi","Ipubi","-7.652","-40.147","535.2","Ipubi","Meteorologica","Pluviometrica","Convencional","APAC","Brígida","Sertão do Araripe","Alto Sertão","Sertão Pernambucano","10/1/1962","","MAPA"
"162","260730702V","Ipubi","Ipubi (Serra Branca)","-7.582","-40.233","576.8","Ipubi (Serra Branca)","Meteorologica","Pluviometrica","Convencional","APAC","Brígida","Sertão do Araripe","Alto Sertão","Sertão Pernambucano","10/1/1962","4/30/2001","MAPA"
"250","260730703V","Ipubi","Ipubi (Serrolândia)","-7.474","-40.278","727.0","Ipubi (Serrolândia)","Meteorologica","Pluviometrica","Convencional","APAC","Brígida","Sertão do Araripe","Alto Sertão","Sertão Pernambucano","1/1/1962","","MAPA"
"2058","260730701A","Ipubi","Ipubi (Centro)","-7.651","-40.147","536.5","IPUBI","Meteorologica","Pluviometrica","Automática","CEMADEN","Brígida","Sertão do Araripe","Alto Sertão","Sertão Pernambucano","1/1/1970","9/30/2001","MAPA"
"2059","260730702A","Ipubi","Ipubi (Centro)","-7.470","-40.278","731.8","IPUBI","Meteorologica","Pluviometrica","Automática","CEMADEN","Brígida","Sertão do Araripe","Alto Sertão","Sertão Pernambucano","1/1/1970","4/30/2000","MAPA"
